ID,Project,Requirement,Fixed_Requirement,Vague
1279,1999_tcs,Software written for other systems shall be used in TCS where it is determined that the existing software is suitable for use within the TCS software.,"Software written for other systems shall be used in TCS where determined suitable through open software architecture based on Defense Information Infrastructure/Common Operating Environment per ASD(C3I) Joint Technical Architecture (JTA), with capability to support additional CSCIs, CSCs, and CSUs for future systems as specified in section 3.10.3.",1
1281,1999_tcs,A modular architecture shall be used by the TCS software in order to support future interoperability with multiple types of UAVs and payloads while maintaining consistent displays and user interfaces.,"A modular architecture shall be used by the TCS software through open software architecture capable of supporting additional CSCIs, CSCs, and CSUs for future AVs, payloads, and capabilities while maintaining consistent displays and user interfaces, with core software generically written for Level 1-5 interaction with Outrider and Predator UAVs as specified in section 3.10.3.",1
1283,1999_tcs,"TCS hardware flexibility and expansion shall be provided through use of GFE, NDI and COTS hardware designed to be upgraded and expanded.","TCS hardware flexibility and expansion shall be provided through use of GFE, NDI and COTS hardware designed to be upgraded and expanded, with hardware capable of being scaled and modular to meet varying Service needs including long range communications, data storage expansion, and multiple external peripherals as specified in section 3.10.1.",1
1285,1999_tcs,"After emplacement at the operational site, the TCS shall be capable of planning and launching a mission within 1 hour of tasking.","After emplacement at the operational site, the TCS shall be capable of planning and launching a mission within 1 hour of tasking including: 1) mission planning of minimum 1 waypoint mission, 2) preparing 2 AVs for flight, 3) data terminal set-up, 4) safety equipment emplaced, and 5) single AV launched, as specified in section 3.12.6.",1
1287,1999_tcs,The TCS shall be capable of operating continuously in functional Operation Mode for a minimum of 72 hours.,"The TCS shall be capable of operating continuously in functional Operation Mode for a minimum of 72 hours through uninterruptible power supply capabilities, standard military power sources (110/220 volt 50/60 hertz), and sufficient power restoration capabilities to avoid loss of critical mission data as specified in section 3.12.7 and 3.10.1.3.",1
1289,1999_tcs,The TCS shall have ergonomically designed operator controls and displays for the 5th percentile female to 95th percentile male operator.,"The TCS shall have ergonomically designed operator controls and displays for the 5th percentile female to 95th percentile male operator, with controls allowing air vehicle and payload operation while wearing cold weather clothing and Mission Oriented Protective Posture, and monitors allowing display reading under direct sunlight and low light environments as specified in section 3.13.1.",1
1291,1999_tcs,"The controls shall allow the air vehicle and payload operators to perform mission control, mission monitoring, and mission updates and modifications while wearing cold weather clothing and in a Mission Oriented Protective Posture.","The controls shall allow the air vehicle and payload operators to perform mission control, mission monitoring, and mission updates and modifications while wearing cold weather clothing and in a Mission Oriented Protective Posture through ergonomically designed operator controls for 5th to 95th percentile operators and complex control joystick with multiple toggle and multi-position switches as specified in section 3.13.1.",1
1293,1999_tcs,The TCS shall provide the operator a caution and warning diagnostic when the TCS system has identified a malfunction.,"The TCS shall provide the operator caution and warning diagnostics when the TCS system has identified a malfunction through automated system software support with color-coded and flashing warning messages following MIL-STD 1472 guidelines, requiring operator acknowledgment for critical warnings as specified in section 3.13.1.",1
1295,1999_tcs,The TCS shall have monitor(s) that allow reading of displays under direct sunlight and low light level environments.,"The TCS shall have monitor(s) that allow reading of displays under direct sunlight and low light level environments as part of ergonomically designed operator controls and displays for worldwide climatic conditions operation, supporting environmental requirements for land-based shelter and shipboard environments as specified in section 3.13.1 and 3.9.",1
1297,1999_tcs,The TCS HCI shall be a Graphical User Interface (GUI) based on X-windows and Motif.,"The TCS HCI shall be a Graphical User Interface (GUI) based on X-windows and Motif providing windows based graphic operator interface with non-proprietary software having unlimited data rights, and software capability for hosting on variety of Service operating systems as specified in section 3.10.3.",1
1299,1999_tcs,"When performing a given task during mission execution, the operator shall be given appropriate warning messages from other concurrently-executing subsystem tasks.","When performing a given task during mission execution, the operator shall be given appropriate warning messages from other concurrently-executing subsystem tasks through automated TCS system information and logical operator guidance for immediate and adaptive crisis response, with visual alerts having display priority greater than other windows as specified in section 3.13.1.",1
929,1999_tcs,"The TCS shall display the AV status, to include but not be limited to the AV location and flight and avionics system status. [SSS143]","The TCS shall display the Air Vehicle status information, which shall include the AV's current geographic location, flight parameters (altitude, speed, heading), and avionics system operational status indicators. [SSS143]",1
1236,1999_tcs,"The TCS shall provide the functional capability to train in the operation of the TCS system, performance of TCS UAV functions, and on line system troubleshooting. [SSS496]","The TCS shall provide functional capability to train operators in: (1) operation of the TCS system interface, (2) performance of TCS UAV mission functions, and (3) online system troubleshooting procedures. [SSS496]",1
1139,1999_tcs,"The TCS shall have software based on Defense Information Infrastructure/Common Operating Environment per Assistant Secretary of Defense for Command, Control, Communications, and Intelligence (ASD(C3I)) Joint Technical Architecture (JTA). [SSS393]","The TCS shall have software architecture that is compliant with the Defense Information Infrastructure/Common Operating Environment (DII COE) as specified by the Assistant Secretary of Defense for Command, Control, Communications, and Intelligence (ASD(C3I)) Joint Technical Architecture (JTA) standards. [SSS393]",1
640,2005_pontis,"Standalone capabilities will require a workstation running the latest .NET Framework, presumably Windows XP Professional (SP2) or its successor. Some capabilities may require a network connection. The workstation's hardware requirements will be similar to those of the existing Pontis 4.4 application. There will continue to be a standalone/runtime database engine provided with the application for offline work. The offline database is assumed to be Sybase Adaptive Server Anywhere release 9 or above.","Standalone capabilities shall require a workstation running .NET Framework version 2.0 or later, Windows XP Professional Service Pack 2 or Windows Server 2003. Some capabilities shall require a network connection for database synchronization. The workstation's hardware requirements shall meet or exceed those specified for the existing Pontis 4.4 application: minimum 1GB RAM, 2GB available disk space, and 1GHz processor. The system shall include a standalone runtime database engine (Sybase Adaptive Server Anywhere release 9 or above) for offline operations.",1
1239,1999_tcs,Training shall be adequate to maintain operator and maintainer skills and proficiencies. [SSS501],Training programs shall be sufficient in depth and frequency to maintain operator and maintainer skills and proficiencies at the levels required for effective TCS operation and maintenance. [SSS501],1
614,2005_pontis,6.17 The system shall provide an inspection scheduling tool.13(13 Range of functionality is still to be determined. This requirement depends on consensus on the scheduling capability.),"The system shall provide an inspection scheduling tool that allows users to create, modify, and track bridge inspection schedules based on inspection frequency requirements, bridge condition ratings, and regulatory compliance deadlines.",1
759,2001_hats,[SRSreq 120] The user shall be able to expand displayed nodes (provided it is possible to expand the selected nodes). The HATS-GUI shall change the graph display by adding the descendant nodes to the displayed graph (thus changing the expandable nodes to internal nodes).,"[SRSreq 120] The user shall be able to expand displayed nodes that have child nodes in the syntax derivation tree. The HATS-GUI shall change the graph display by adding the immediate descendant nodes of the selected expandable node to the displayed graph, thereby converting the expandable leaf node to an internal node with visible children.",1
1264,1999_tcs,"The TCS system shall be capable of being de-configured from sea, ground, as well as air transport and ground-mobile in 2 hours or less. [SSS526]","The TCS system shall be capable of being de-configured from sea transport configuration, ground transport configuration, air transport configuration, and ground-mobile configuration within 2 hours or less. [SSS526]",1
962,1999_tcs,The TCS shall be capable of automatically controlling the transmitter and receiver frequencies of the selected data terminal. [SSS175],The TCS shall be capable of automatically controlling both the transmitter frequencies and the receiver frequencies of the currently selected data terminal equipment. [SSS175],1
849,1999_tcs,"The TCS Mission plan shall include all necessary information required to be interoperable with the service specific mission planning systems including the Tactical Aircraft Mission Planning System (TAMPS), Aviation Mission Planning System (AMPS), and Air Force Mission Support System (AFMSS). [SSS051]","The TCS Mission plan shall include all necessary waypoint, timing, communication, and coordination information required to ensure interoperability with the service-specific mission planning systems, specifically the Tactical Aircraft Mission Planning System (TAMPS), Aviation Mission Planning System (AMPS), and Air Force Mission Support System (AFMSS). [SSS051]",1
1253,1999_tcs,The environmental support required by the TCS shall be at least the same as that required for the respective UAV System. [SSS516],"The environmental support requirements for the TCS (including power, heating, cooling, and environmental protection) shall meet or exceed those specified for the respective UAV System that it controls. [SSS516]",1
998,1999_tcs,"The TCS shall export and disseminate formatted NITF 2.0 files [SSS558], digital imagery (if applicable), formatted C4I Messages, and formatted SAR Data to selected external C4I systems and/or an appropriate External Data Storage System. [SSS275]","The TCS shall export and disseminate data in the following formats to selected external C4I systems and/or an appropriate External Data Storage System: formatted NITF 2.0 files [SSS558], digital imagery files (when imagery data is available), formatted C4I Message files, and formatted SAR Data files. [SSS275]",1
907,1999_tcs,The TCS shall provide the capability to control the flight of the selected AV in accordance with the stored mission plan or operator commands. [SSS118],The TCS shall provide the capability to control the flight path of the currently selected Air Vehicle either in accordance with the pre-stored mission plan or through direct operator command inputs. [SSS118],1
960,1999_tcs,The TCS shall be capable of automatically controlling the transmitter and receiver modes of the selected data terminal. [SSS173],The TCS shall be capable of automatically controlling both the transmitter operational modes and the receiver operational modes of the currently selected data terminal equipment. [SSS173],1
897,1999_tcs,"The TCS will have the capability to control and monitor an AV, payload, data link, and C4I interfaces for each of the levels of UAV interaction. [SSS109]","The TCS shall have the capability to control and monitor the Air Vehicle, payload systems, data link communications, and C4I system interfaces for each of the five defined levels of UAV interaction (Levels 1 through 5). [SSS109]",1
855,1999_tcs,The TCS shall be capable of storing a minimum of 500 mission plans under unique names to allow for later retrieval by name. [SSS057],"The TCS shall be capable of storing a minimum of 500 complete mission plans, each with a unique alphanumeric identifier name that allows for subsequent retrieval and loading of specific mission plans by name. [SSS057]",1
1034,1999_tcs,The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with GCS/ACS IPF. [SSS307],The TCS shall provide the necessary hardware interfaces and software functionality to allow the TCS to integrate with the Ground Control Station/Air Control System Integrated Processing Facility (GCS/ACS IPF). [SSS307],1
984,1999_tcs,"The TCS shall have the capability to display Near-Real Time (NRT) imagery to include, as a minimum, live video imagery [SSS246]. [SSS248]","The TCS shall have the capability to display Near-Real Time (NRT) imagery including, as a minimum requirement, live video imagery streams from the Air Vehicle payload systems [SSS246]. [SSS248]",1
958,1999_tcs,The TCS shall be capable of automatically controlling the transmitter and receiver functions of the selected data terminal. [SSS171],The TCS shall be capable of automatically controlling both the transmitter functions and the receiver functions of the currently selected data terminal equipment. [SSS171],1
845,1999_tcs,There shall be no modes of operation in the shutdown state. [SSS048],The TCS shall have no active operational modes available when the system is in the shutdown state. [SSS048],1
971,1999_tcs,"The TCS shall be in compliance with Common Imagery Ground Surface Station (CIGSS), United States Imagery and Geospatial Information Service (USIGS) standards. [SSS191]",The TCS shall be designed in compliance with the Common Imagery Ground Surface Station (CIGSS) standards and the United States Imagery and Geospatial Information Service (USIGS) interface standards. [SSS191],1
1052,1999_tcs,"The TCS shall provide interfaces with the respective UAV program-provided data links for command and control, and payload control. [SSS332]",The TCS shall provide standardized communication interfaces with the UAV program-provided data links to enable both Air Vehicle command and control functions and payload control functions. [SSS332],1
1222,1999_tcs,The TCS HCI shall display the SAR imaging swath on the map display. [SSS479] The TCS HCI shall provide the operator with the capability to modify the SAR imaging swath. [SSS480],The TCS Human Computer Interface (HCI) shall display the Synthetic Aperture Radar (SAR) imaging swath overlay on the geographic map display. [SSS479] The TCS HCI shall provide the operator with the capability to modify the SAR imaging swath parameters. [SSS480],1
809,1999_tcs,"The TCS system will be capable of controlling the Predator and Outrider AVs with a single control system, using existing military services standard hardware and software, and supporting interfaces with various C4I systems.","The TCS system shall be capable of controlling both Predator and Outrider Air Vehicles using a single integrated control system, utilizing existing military services standard hardware and software components, and providing interfaces with various Command, Control, Communications, Computers, and Intelligence (C4I) systems.",1
1056,1999_tcs,"The TCS shall as a minimum, allow Operator(s) to print freeze-frame video, C4I Messages, Mission Plans, and Payload Data. [SSS336]","The TCS shall provide the capability for operators to print the following data types: freeze-frame video images, C4I Message reports, Mission Plan documents, and Payload Data reports. [SSS336]",1
1060,1999_tcs,The TCS shall have the functionality to transfer digital data as well as digital imagery to and from external storage devices. [SSS340],The TCS shall have the functionality to transfer both digital data files and digital imagery files bidirectionally between the TCS and external storage devices. [SSS340],1
918,1999_tcs,"The operator shall have the capability to initiate as well as change, to include as a minimum manual control, predetermined flight routes, search patterns, emergency recovery to select as well as change destination landing sites within UAV fuel and flight time constraints. [SSS130]","The operator shall have the capability to initiate and modify Air Vehicle operations including: manual flight control, predetermined flight route execution, search pattern execution, and emergency recovery procedures. The operator shall be able to select and change destination landing sites within the UAV's fuel capacity and maximum flight time constraints. [SSS130]",1
1187,1999_tcs,The TCS shall be capable of operating continuously in functional Operation Mode for a minimum of 72 hours. [SSS454],The TCS shall be capable of operating continuously in fully functional Operation Mode for a minimum period of 72 consecutive hours without requiring system restart or maintenance intervention. [SSS454],1
949,1999_tcs,"As a minimum the TCS LOS data terminal control modes shall include acquisition, autotrack, search, manual, stow, and range. [SSS162]","The TCS Line-of-Sight (LOS) data terminal control system shall include, as minimum required modes: target acquisition mode, automatic tracking mode, search mode, manual positioning mode, antenna stow mode, and range-finding mode. [SSS162]",1
1202,1999_tcs,The operational tasks to be performed concurrently by the operator during normal operation will bede termined by task analysis using MIL STD 1388 methodology. [SSS465],The operational tasks that shall be performed concurrently by the operator during normal TCS operation shall be determined through task analysis conducted using the MIL STD 1388 Task Analysis methodology. [SSS465],1
627,2005_pontis,"5.1 The software, through its user interface, will clearly identify the product name (Pontis 5.0.x), version number, build number, and third-party component information when requested by the user. (Traditionally, this is on the Help/About menu selection.)","The software shall clearly identify the following information through its user interface when requested by the user (typically via Help/About menu): product name (Pontis 5.0.x), version number, build number, and third-party component version information.",1
643,2005_pontis,"It is assumed that authentication will utilize a single sign-on (SSO) approach and application security will be consistent with BRIDGEWare and utilize Active Directory or LDAP. As an objective, the application should utilize Windows Authentication for thin-client applications and database authentication for stand-alone applications.","The authentication system shall utilize a single sign-on (SSO) approach, and application security shall be consistent with BRIDGEWare standards using Active Directory or LDAP protocols. As an objective, the application should implement Windows Authentication for thin-client applications and database authentication for stand-alone applications.",1
714,2001_hats,"[SRSreq 72] When a user selects the File/Edit menu item, the HATS-GUI shall request that the operating system open the file using the appropriate editor as specified in the application configuration.","[SRSreq 72] When a user selects the File/Edit menu item, the HATS-GUI shall request that the operating system open the currently selected file using the appropriate external editor program as specified in the application configuration settings.",1
730,2001_hats,"[SRSreq 88] When a user selects the View/Standard Error menu option, the HATS-GUI shall display the contents of the standard error stream in a separate window.","[SRSreq 88] When a user selects the View/Standard Error menu option, the HATS-GUI shall display the complete contents of the standard error output stream in a separate dedicated window.",1
794,2001_hats,"[SRSreq 155] When both an SDT and a pretty-printed text display corresponding to a single transformed target file are open, highlighting and cursor location motion shall be mirrored in the two windows.","[SRSreq 155] When both a Syntax Derivation Tree (SDT) display and a pretty-printed text display corresponding to a single transformed target file are simultaneously open, highlighting actions and cursor location movements shall be synchronized and mirrored between the two display windows.",1
769,2001_hats,"[SRSreq 130] If a displayed graph or a text display is too large to fit inside its window, the window shall provide scroll bars to allow the user to view all parts of the display.","[SRSreq 130] If a displayed graph or a text display exceeds the visible area of its containing window, the window shall automatically provide horizontal and vertical scroll bars to allow the user to view all parts of the complete display content.",1
768,2001_hats,"[SRSreq 129] SDT displays shall provide the user with the option to refresh the display. When a display is refreshed, all transient display objects are cleared and the display is redrawn from the source SDT data.","[SRSreq 129] Syntax Derivation Tree (SDT) displays shall provide the user with a refresh option. When a display refresh is initiated, all transient display objects shall be cleared and the display shall be completely redrawn using the current source SDT data.",1
699,2001_hats,[SRSreq 54] There shall be exactly one file describing the grammar of inputs associated with an application. The name of the grammar file will be specified in the core of the application.,[SRSreq 54] There shall be exactly one grammar specification file that describes the input language grammar associated with each application. The filename of this grammar file shall be specified in the core configuration of the application.,1
461,2002_evla_back,"Operations Activities – the system shall continue operations, although not necessarily at full capacity, during any single processor failure or network component failure.","During single processor failure or network component failure, the Backend System shall continue critical data processing operations at reduced capacity by redistributing workload among available processors, while maintaining data integrity and ensuring successful delivery of processed spectra to the End-to-End System.",1
447,2002_evla_back,Software tools – software tools and pre-built applications that do not have source code available to the project shall be used only when the functionality cannot be reasonably implemented or obtained elsewhere.,Software tools and pre-built applications that do not have source code available to the EVLA project shall be used only when the required functionality cannot be reasonably implemented using available open-source alternatives or developed within project resources.,1
440,2002_evla_back,"Loss of Correlator – the system shall be able to complete processing of all onboard data, deliver the results to the End-to-End System and maintain availability for immediate resumption of operations once Correlator access is restored.","Upon loss of Correlator input data, the Backend System shall complete processing of all lag frame data currently stored in onboard memory buffers, deliver the processed spectral results to the End-to-End System, and maintain system availability for immediate resumption of normal operations once Correlator data input is restored.",1
432,2002_evla_back,"I/O – all input and output, and storage and retrieval operations shall take optimal advantage of available system resources to reduce overhead and latency to the minimal practical level.","All input and output operations, and all data storage and retrieval operations, shall be optimized to take maximum advantage of available system hardware resources (memory bandwidth, disk I/O capacity, network throughput) to reduce processing overhead and data latency to the minimum practical levels.",1
434,2002_evla_back,"General - Operating system, message passing and other middle-ware, and programming language(s) used shall follow industry standards and be commonly available and widely used. Availability of source code for the OS will be very important.","The operating system, message passing middleware, and programming languages used shall conform to established industry standards and shall be commonly available, widely adopted technologies. The availability of source code for the operating system shall be a high priority selection criterion.",1
428,2002_evla_back,Memory – The BE System shall have sufficient (amount TBD) memory with sufficient (rate TBD) access to store and process the burst correlator data flow that will be delivered.,The Backend System shall have sufficient memory capacity and memory access bandwidth to store and process the maximum burst correlator data flow rates that will be delivered from the WIDAR correlator during peak observational modes.,1
395,2002_evla_back,"Integration – The BE shall be able to sum the frequency domain, spectral results. The amount (time duration) of integration shall be user selectable.","The Backend System shall be capable of performing time-domain integration by summing frequency domain spectral results over user-selectable time intervals, with integration periods configurable by the observer through the Monitor and Control System.",1
444,2002_evla_back,Software Accessibility – all systems and application source code shall be available to or on the site and shall be maintainable by the operations staff.,All system software and application source code shall be maintained on-site at the Array Operations Center and shall be designed to be maintainable by the EVLA operations staff using standard software development tools and practices.,1
109,2005_clarus_low,CS shall accept only observation of identified measurement types and units.,The Clarus System (CS) shall accept only environmental observations that conform to identified measurement types and their corresponding standard units as defined in the system configuration.,1
258,2005_clarus_low,QChS shall be able to implement quality checking rules for specific environmental situations.,"The Quality Checking Service (QChS) shall be able to implement and execute quality checking rules that are specific to particular environmental conditions (such as severe weather, low visibility, or extreme temperature ranges) and can adapt validation thresholds based on the current environmental context.",1
108,2005_clarus_low,The Clarus system shall accept only observations of identified measurement types and units.,The Clarus system shall accept only environmental observations that have been validated to conform to the predefined measurement types and their corresponding standard units as specified in the Environmental Metadata Cache.,1
592,tachonet,PER-02 There will be no restriction in time or place for the use of the software built from the specifications produced under this contract.,"PER-02 The TACHOnet software system shall be designed with no temporal or geographical restrictions, allowing 24x7 operation from any authorized location within the TESTA network infrastructure for Card Issuing Authorities and enforcement personnel.",1
