requirement_id,project_name,original_requirement,fixed_requirement,was_changed,ambiguity_type
104,2001_hats,"[SRSreq 111] The text displayed in the text display area shall correspond to the concatenation of the node labels (separated by spaces) of the leaf nodes of the displayed graph (in-order traversal, left to right). If a leaf displayed node corresponds to a non-terminal SDT node, the label in the text window shall be surrounded by pointed brackets (<>). For example, if a non-terminal TERM appears in a leaf node, its text representation shall be <TERM>. Appendix G gives an example of the display of text associated with an SDT.","The text displayed in the text display area shall correspond to the concatenation of the node labels (separated by spaces) of the leaf nodes of the displayed graph (in-order traversal, left to right). If a leaf displayed node corresponds to a non-terminal SDT node, the label in the text window shall be surrounded by pointed brackets (<>). For example, if a non-terminal TERM appears in a leaf node, the label in the text window shall be <TERM>. Appendix G gives an example of the display of text associated with an SDT.",True,Anaphoric ambiguity
105,2001_hats,"[SRSreq 117] When a displayed node and its children are displayed simultaneously, the parent node shall be displayed higher than the children.","When a displayed node and the node's children are displayed simultaneously, the parent node shall be displayed higher than the children.",True,Anaphoric Ambiguity
106,2001_hats,[SRSreq 120] The user shall be able to expand displayed nodes (provided it is possible to expand the selected nodes). The HATS-GUI shall change the graph display by adding the descendant nodes to the displayed graph (thus changing the expandable nodes to internal nodes).,The user shall be able to expand displayed nodes (provided it is possible to expand the selected nodes). The HATS-GUI shall change the graph display by adding the descendant nodes to the displayed graph (thus changing the expandable nodes to internal nodes).,True,Anaphoric Ambiguity
107,2001_hats,"[SRSreq 130] If a displayed graph or a text display is too large to fit inside its window, the windows shall have scroll bars attached to them. Dragging scrollbar buttons shall scroll the display. Pressing the arrow keys of the keyboard shall also scroll the display.","If a displayed graph or a text display is too large to fit inside its window, the windows shall have scroll bars attached to the windows. Dragging scrollbar buttons shall scroll the display. Pressing the arrow keys of the keyboard shall also scroll the display.",True,Anaphoric ambiguity
108,2001_hats,"[SRSreq 133] For displayed graph windows, the keyboard cursor location shall move according the following rules: • A left arrow key moves the cursor to the next unhidden node to the left. The node to the left does not need to be a sibling of the current node, but it does need to be at the same level as the current node. If there are no nodes to the left, the cursor does not move. • A right arrow key moves the cursor to the next unhidden node to the right. The node to the right does not need to be a sibling of the current node, but it does need to be at the same level as the current node. If there are no nodes to the right, the cursor does not move. • An up arrow key moves the cursor to the closest ancestor that is not hidden. If there is no such node, the cursor does not move. • An down arrow key moves the cursor to the leftmost, nearest descendant that is not hidden. If there is no such node, the cursor does not move.","For displayed graph windows, the keyboard cursor location shall move according to the following rules: • A left arrow key moves the cursor to the next unhidden node to the left. The node to the left does not need to be a sibling of the current node, but it does need to be at the same level as the current node. If there are no nodes to the left, the cursor does not move. • A right arrow key moves the cursor to the next unhidden node to the right. The node to the right does not need to be a sibling of the current node, but it does need to be at the same level as the current node. If there are no nodes to the right, the cursor does not move. • An up arrow key moves the cursor to the closest ancestor that is not hidden. If there is no such node, the cursor does not move. • An down arrow key moves the cursor to the leftmost, nearest descendant that is not hidden. If there is no such node, the cursor does not move.",True,Anaphoric ambiguity
109,2001_hats,"[SRSreq 157] The HATS-GUI shall display 1,000,000 node SDTs in the same amount of time, plus or minus two seconds, as it takes to display a 10,000 node SDT.","The HATS-GUI shall display 1,000,000 node SDTs in the same amount of time, plus or minus two seconds, as the HATS-GUI takes to display a 10,000 node SDT.",True,Anaphoric Ambiguity
110,MDOT,"DD-100 The DUAP System shall cache data only if the data record associates the data with its source, a geo-referenced location, and a timestamp.","The DUAP System shall cache data only if the data record associates the data with the data's source, a geo-referenced location, and a timestamp.",True,Anaphoric ambiguity
111,MDOT,PS-020-060 The system map display shall support each type of traffic item to be displayed in its own layer.,"The system map display shall support each type of traffic item to be displayed in its own layer, where ""its"" is replaced with ""the system map display's"".",True,Anaphoric Ambiguity
112,MDOT,"PS-200-020 The DUAP Presentation Services shall require users to confirm their identity. (comment: Could be implemented, for example, through a password associated with that username.)","The DUAP Presentation Services shall require users to confirm their identity. (comment: Could be implemented, for example, through a password associated with the username.)",True,Anaphoric Ambiguity
113,1999_tcs,"When executing in the Normal Startup Mode, the TCS shall provide the system functionality necessary to initialize the system to place it in the Operations State within 60 seconds from the time power is supplied and the TCS application is launched. [SSS024]","When executing in the Normal Startup Mode, the TCS shall provide the system functionality necessary to initialize the system to place the system in the Operations State within 60 seconds from the time power is supplied and the TCS application is launched.",True,Anaphoric Ambiguity
114,1999_tcs,The TCS shall allow the operator to set the LOL delay timer(s) during mission planning. [SSS075] The LOL delay is the time from when the AV detects an unplanned LOL to the time it initiates LOL procedures.,The TCS shall allow the operator to set the LOL delay timer(s) during mission planning. The LOL delay is the time from when the AV detects an unplanned LOL to the time the AV initiates LOL procedures.,True,Anaphoric ambiguity
115,1999_tcs,The TCS shall provide adequate capability to allow the operator to operate each UAV within its certified operational flight envelope. [SSS348],The TCS shall provide adequate capability to allow the operator to operate each UAV within the UAV's certified operational flight envelope.,True,Anaphoric ambiguity
116,1999_tcs,The TCS shall monitor the uplink and downlink to each UAV under its control. [SSS355],The TCS shall monitor the uplink and downlink to each UAV under the TCS's control.,True,Anaphoric ambiguity
117,1999_tcs,"The TCS data sensitivities shall be determined by the data sensitivities of the systems with which it interfaces, to including the air vehicles, payloads, and C4I systems. [SSS364]","The TCS data sensitivities shall be determined by the data sensitivities of the systems with which the TCS interfaces, to including the air vehicles, payloads, and C4I systems.",True,Anaphoric ambiguity
118,1999_tcs,"The TCS shall be designed to protect its communication and data links against enemy Electronic Warfare (EW) threats, physical anti-radiation weaponry and physical destruction. [SSS366]","The TCS shall be designed to protect the TCS's communication and data links against enemy Electronic Warfare (EW) threats, physical anti-radiation weaponry and physical destruction.",True,Anaphoric ambiguity
119,1999_tcs,The TCS shall be approved for operation at the same level as the systems with which it interfaces. [SSS368],The TCS shall be approved for operation at the same level as the systems with which the TCS interfaces.,True,Anaphoric ambiguity
120,1999_tcs,Software written for other systems shall be used in TCS where it is determined that the existing software is suitable for use within the TCS software. [SSS438],Software written for other systems shall be used in TCS where it is determined that the existing software is suitable for use within the TCS software.,True,Anaphoric ambiguity
121,1999_tcs,Visual alerts to the TCS operator shall be in the form of a displayed message box that has a display priority greater than other existing windows to ensure that it is viewable immediately by the operator. [SSS452] The position of the displayed message window shall be easily adjustable by the operator to ensure that important mission data is not obscured. [SSS453],Visual alerts to the TCS operator shall be in the form of a displayed message box that has a display priority greater than other existing windows to ensure that the displayed message box is viewable immediately by the operator. The position of the displayed message window shall be easily adjustable by the operator to ensure that the displayed message window is not obscured.,True,None
122,1999_tcs,"The TCS HCI shall provide unambiguous AV and payload control and status feedback indicators to ensure safe, efficient operations of two AVs and their payloads by a single TCS station. [SSS475]","The TCS HCI shall provide unambiguous AV and payload control and status feedback indicators to ensure safe, efficient operations of two AVs and their payloads by a single TCS station.",True,Anaphoric ambiguity
123,1999_tcs,"The TCS shall provide for a specific icon shape on a constant contrast background, as well as other visual information coding mechanisms, to cue the TCS operator regarding which UAVs are under his or her primary control. [SSS476]","The TCS shall provide for a specific icon shape on a constant contrast background, as well as other visual information coding mechanisms, to cue the TCS operator regarding which UAVs are under the TCS operator's primary control.",True,Anaphoric ambiguity
124,1999_tcs,TCS transport and storage containers shall be reusable and enable the operators to set-up equipment within the established timelines in their ORDs. [SSS505],TCS transport and storage containers shall be reusable and enable the operators to set-up equipment within the established timelines in their Operational Readiness Documents (ORDs).,True,Anaphoric ambiguity
125,1999_tcs,Each Service shall support the TCS as part of the UAV system which is organic to them. [SSS508],Each Service shall support the TCS as part of the UAV system which is organic to the UAV system.,True,Anaphoric ambiguity
126,1999_tcs,The TCS shall meet the deployment criteria for the organic unit to which it is assigned. [SSS516],The TCS shall meet the deployment criteria for the organic unit to which the TCS is assigned.,True,Anaphoric ambiguity
